     1	covv_collection_date
     2	Collection date
  1062	2021-02-20
  1063	2021-01-13
  1064	2021-01-15
  1065	2021-01-13
  1066	2021-02-18
  1067	2021-01-23
  1068	2021
  1069	2021-01-19
  1070	2021-01-16
  1071	2021-01-18
  1072	2021-01-15
  1073	2021-01-02
  1074	2021-07-01
  1075	2020-12-21
  1076	2020-12-28
  1077	2021-09-01
  1078	2021-09-01
  1079	2021-02-13
  1080	2020-02-16
  1081	2020-02-16
  1082	2020-02-16
  1083	2020-02-17
  1084	2020-02-17
  1085	2020-02-18
  1086	2020-02-18
  1087	2020-02-20
  1088	2020-02-20
  1089	2020-02-15
  1090	2020-02-15
  1091	2021
  1092	2021
  1093	2021
  1094	2021
  1095	2021
  1096	2021
  1097	2021
  1098	2021
  1099	2021
  1100	2021
  1101	2021
  1102	2021
  1103	2021-11-02
  1104	2021-01-25
  1105	2021-01-28
  1106	2021-01-28
  1107	2021-03-03
  1108	2021-02-26
  1109	2021-03-03
  1110	2021-03-02
  1111	2021-03-02
  1112	2021-03-02
  1113	2021-03-02
  1114	2021-02-03
  1115	2021-02-26
  1116	2021-02-26
  1117	2021-02-27
  1118	2021-02-15
  1119	2021-03-04
  1120	2021-03-05
  1121	2021-03-05
  1122	2021-03-05
  1123	2021-03-05
  1124	2021-03-05
  1125	2021-03-05
  1126	2021-03-05
  1127	2021-01-19
  1128	2021-02-05
  1129	2021-02-17
  1130	2021-02-17
  1131	2021-02-17
  1132	2021-02-17
